pm_event_id,asset_id,pm_date,next_failure_event_id,next_failure_date,days_to_next_failure,failure_found_flag,ontime_flag,delay_days,pm_total_cost,failure_total_cost,failure_category
PM_013176,GEN_1327,2023-07-23,FAIL_006218,2023-11-30,130.0,1,1,-5,577.8,918.97,Cooling
PM_013177,GEN_1327,2023-10-30,FAIL_006218,2023-11-30,31.0,1,0,8,654.94,918.97,Cooling
PM_013178,GEN_1327,2024-01-22,FAIL_006219,2024-09-15,237.0,1,1,-4,518.81,636.68,Battery
PM_013179,GEN_1327,2024-04-27,FAIL_006219,2024-09-15,141.0,1,1,7,602.36,636.68,Battery
PM_013180,GEN_1327,2024-08-22,FAIL_006219,2024-09-15,24.0,1,0,21,901.37,636.68,Battery
PM_013181,GEN_1327,2024-11-20,FAIL_006220,2024-12-11,21.0,1,1,7,417.14,1184.59,Control Panel
PM_013182,GEN_1327,2025-02-11,,,,0,1,-2,962.05,,
PM_013183,GEN_1327,2025-05-06,,,,0,1,-3,872.41,,
PM_013184,GEN_1327,2025-09-03,,,,0,0,20,484.56,,
PM_013185,GEN_1327,2025-12-23,,,,0,0,15,1036.39,,
PM_013186,GEN_1328,2023-03-21,FAIL_006221,2024-08-10,508.0,1,1,1,762.24,1417.21,Starter
PM_013187,GEN_1328,2023-06-27,FAIL_006221,2024-08-10,410.0,1,0,12,455.53,1417.21,Starter
PM_013188,GEN_1328,2023-09-30,FAIL_006221,2024-08-10,315.0,1,1,-5,713.36,1417.21,Starter
PM_013189,GEN_1328,2023-12-19,FAIL_006221,2024-08-10,235.0,1,1,-2,779.12,1417.21,Starter
PM_013190,GEN_1328,2024-03-26,FAIL_006221,2024-08-10,137.0,1,0,12,871.48,1417.21,Starter
PM_013191,GEN_1328,2024-06-18,FAIL_006221,2024-08-10,53.0,1,1,-5,773.96,1417.21,Starter
PM_013192,GEN_1328,2024-09-01,FAIL_006222,2024-09-24,23.0,1,1,-5,558.92,1786.76,Oil
PM_013193,GEN_1328,2024-11-19,FAIL_006223,2024-12-24,35.0,1,1,-5,725.66,1098.17,Fuel
PM_013194,GEN_1328,2025-03-05,,,,0,1,6,646.11,,
PM_013195,GEN_1328,2025-06-12,,,,0,0,18,657.04,,
PM_013196,GEN_1328,2025-09-16,,,,0,1,3,420.31,,
PM_013197,GEN_1328,2025-12-21,,,,0,1,3,562.16,,
PM_013198,GEN_1329,2023-05-05,FAIL_006224,2023-07-17,73.0,1,0,26,557.3,1736.22,Cooling
PM_013199,GEN_1329,2023-09-14,FAIL_006225,2023-10-10,26.0,1,0,10,735.44,1740.37,Control Panel
PM_013200,GEN_1329,2024-01-21,FAIL_006226,2024-02-25,35.0,1,0,9,580.43,737.87,Alternator
PM_013201,GEN_1329,2024-06-06,FAIL_006227,2024-12-05,182.0,1,0,11,900.77,1459.93,Control Panel
PM_013202,GEN_1329,2024-11-01,FAIL_006227,2024-12-05,34.0,1,0,17,920.8,1459.93,Control Panel
PM_013203,GEN_1329,2025-02-27,FAIL_006228,2025-04-28,60.0,1,1,1,577.79,1048.49,Control Panel
PM_013204,GEN_1329,2025-06-24,,,,0,1,-4,880.47,,
PM_013205,GEN_1329,2025-10-22,,,,0,0,11,307.19,,
PM_013206,GEN_1330,2023-02-23,FAIL_006229,2024-04-11,413.0,1,0,17,621.66,1402.53,Control Panel
PM_013207,GEN_1330,2023-06-30,FAIL_006229,2024-04-11,286.0,1,1,5,366.7,1402.53,Control Panel
PM_013208,GEN_1330,2023-10-18,FAIL_006229,2024-04-11,176.0,1,1,-4,685.24,1402.53,Control Panel
PM_013209,GEN_1330,2024-02-28,FAIL_006229,2024-04-11,43.0,1,0,8,645.9,1402.53,Control Panel
PM_013210,GEN_1330,2024-07-15,FAIL_006230,2024-08-25,41.0,1,1,7,647.74,1100.97,Alternator
PM_013211,GEN_1330,2024-11-15,FAIL_006232,2025-06-26,223.0,1,1,-5,380.48,1863.7,Fuel
PM_013212,GEN_1330,2025-04-13,FAIL_006232,2025-06-26,74.0,1,0,21,687.93,1863.7,Fuel
PM_013213,GEN_1330,2025-08-08,FAIL_006235,2025-09-17,40.0,1,1,1,535.06,1310.09,Cooling
PM_013214,GEN_1330,2025-12-08,,,,0,1,-2,572.81,,
PM_013215,GEN_1331,2023-02-27,,,,0,1,0,573.64,,
PM_013216,GEN_1331,2023-07-06,,,,0,0,9,551.56,,
PM_013217,GEN_1331,2023-10-23,,,,0,1,-4,811.24,,
PM_013218,GEN_1331,2024-02-16,,,,0,1,4,687.74,,
PM_013219,GEN_1331,2024-07-11,,,,0,0,15,832.93,,
PM_013220,GEN_1331,2024-11-02,,,,0,1,-5,238.52,,
PM_013221,GEN_1331,2025-03-07,,,,0,1,4,797.0,,
PM_013222,GEN_1331,2025-07-25,,,,0,0,19,755.69,,
PM_013223,GEN_1331,2025-11-28,,,,0,0,11,870.98,,
PM_013224,GEN_1332,2023-03-28,FAIL_006238,2023-07-22,116.0,1,0,8,424.74,1700.5,Oil
PM_013225,GEN_1332,2023-07-06,FAIL_006238,2023-07-22,16.0,1,1,3,752.36,1700.5,Oil
PM_013226,GEN_1332,2023-09-29,FAIL_006239,2024-05-11,225.0,1,1,1,787.35,1079.91,Oil
PM_013227,GEN_1332,2023-12-21,FAIL_006239,2024-05-11,142.0,1,1,-5,411.21,1079.91,Oil
PM_013228,GEN_1332,2024-03-23,FAIL_006239,2024-05-11,49.0,1,1,-1,563.75,1079.91,Oil
PM_013229,GEN_1332,2024-07-11,FAIL_006242,2025-09-23,439.0,1,0,9,798.68,1503.71,Starter
PM_013230,GEN_1332,2024-11-06,FAIL_006242,2025-09-23,321.0,1,0,18,606.87,1503.71,Starter
PM_013231,GEN_1332,2025-01-31,FAIL_006242,2025-09-23,235.0,1,1,0,662.6,1503.71,Starter
PM_013232,GEN_1332,2025-05-10,FAIL_006242,2025-09-23,136.0,1,0,9,849.06,1503.71,Starter
PM_013233,GEN_1332,2025-08-27,FAIL_006242,2025-09-23,27.0,1,0,19,545.37,1503.71,Starter
PM_013234,GEN_1332,2025-12-14,,,,0,0,8,699.77,,
PM_013235,GEN_1333,2022-12-27,FAIL_006244,2023-01-31,35.0,1,1,-5,567.43,750.05,Cooling
PM_013236,GEN_1333,2023-03-28,FAIL_006245,2023-09-17,173.0,1,0,13,1029.61,2136.59,Control Panel
PM_013237,GEN_1333,2023-07-05,FAIL_006245,2023-09-17,74.0,1,0,12,512.48,2136.59,Control Panel
PM_013238,GEN_1333,2023-10-11,FAIL_006246,2024-09-04,329.0,1,1,3,461.84,1383.63,Cooling
PM_013239,GEN_1333,2024-01-18,FAIL_006246,2024-09-04,230.0,1,1,0,738.85,1383.63,Cooling
PM_013240,GEN_1333,2024-04-21,FAIL_006246,2024-09-04,136.0,1,1,6,667.06,1383.63,Cooling
PM_013241,GEN_1333,2024-07-29,FAIL_006246,2024-09-04,37.0,1,0,10,663.0,1383.63,Cooling
PM_013242,GEN_1333,2024-11-11,FAIL_006248,2025-02-15,96.0,1,1,3,898.52,1518.21,Starter
PM_013243,GEN_1333,2025-01-31,FAIL_006248,2025-02-15,15.0,1,1,-5,339.55,1518.21,Starter
PM_013244,GEN_1333,2025-05-09,FAIL_006249,2025-06-28,50.0,1,1,5,727.13,1807.42,Fuel
PM_013245,GEN_1333,2025-08-04,,,,0,1,-5,732.11,,
PM_013246,GEN_1333,2025-10-25,,,,0,1,-1,464.98,,
PM_013247,GEN_1334,2023-01-24,FAIL_006250,2023-03-18,53.0,1,0,13,749.11,1557.34,Battery
PM_013248,GEN_1334,2023-05-03,FAIL_006251,2024-09-26,512.0,1,1,-3,549.65,561.2,Battery
PM_013249,GEN_1334,2023-08-24,FAIL_006251,2024-09-26,399.0,1,0,15,491.13,561.2,Battery
PM_013250,GEN_1334,2023-11-29,FAIL_006251,2024-09-26,302.0,1,1,-4,1092.22,561.2,Battery
PM_013251,GEN_1334,2024-02-23,FAIL_006251,2024-09-26,216.0,1,1,-5,785.49,561.2,Battery
PM_013252,GEN_1334,2024-05-23,FAIL_006251,2024-09-26,126.0,1,1,-5,631.13,561.2,Battery
PM_013253,GEN_1334,2024-08-13,FAIL_006251,2024-09-26,44.0,1,1,-5,722.36,561.2,Battery
PM_013254,GEN_1334,2024-11-21,FAIL_006253,2025-03-27,126.0,1,1,7,815.03,808.79,Battery
PM_013255,GEN_1334,2025-02-13,FAIL_006253,2025-03-27,42.0,1,1,3,444.38,808.79,Battery
PM_013256,GEN_1334,2025-05-29,,,,0,0,9,403.19,,
PM_013257,GEN_1334,2025-08-18,,,,0,1,-5,977.26,,
PM_013258,GEN_1334,2025-11-27,,,,0,1,4,576.4,,
PM_013259,GEN_1335,2023-02-28,FAIL_006254,2023-04-08,39.0,1,1,0,506.46,987.97,Oil
PM_013260,GEN_1335,2023-06-30,FAIL_006255,2023-07-20,20.0,1,1,0,881.7,508.0,Battery
PM_013261,GEN_1335,2023-10-27,,,,0,1,3,774.1,,
PM_013262,GEN_1335,2024-03-06,,,,0,0,10,789.8,,
PM_013263,GEN_1335,2024-07-10,,,,0,1,-2,531.0,,
PM_013264,GEN_1335,2024-11-01,,,,0,1,2,620.85,,
PM_013265,GEN_1335,2025-03-29,,,,0,0,19,800.46,,
PM_013266,GEN_1335,2025-07-10,,,,0,1,-5,711.95,,
PM_013267,GEN_1335,2025-11-25,,,,0,0,8,660.59,,
PM_013268,GEN_1336,2023-03-19,FAIL_006256,2024-03-25,372.0,1,1,-3,446.77,536.51,Cooling
PM_013269,GEN_1336,2023-07-06,FAIL_006256,2024-03-25,263.0,1,1,-1,617.65,536.51,Cooling
PM_013270,GEN_1336,2023-10-29,FAIL_006256,2024-03-25,148.0,1,1,3,761.1,536.51,Cooling
PM_013271,GEN_1336,2024-03-06,FAIL_006256,2024-03-25,19.0,1,0,11,486.55,536.51,Cooling
PM_013272,GEN_1336,2024-07-14,FAIL_006259,2025-10-18,461.0,1,0,21,636.35,1669.81,Battery
PM_013273,GEN_1336,2024-11-07,FAIL_006259,2025-10-18,345.0,1,1,-3,694.32,1669.81,Battery
PM_013274,GEN_1336,2025-03-09,FAIL_006259,2025-10-18,223.0,1,1,-5,830.86,1669.81,Battery
PM_013275,GEN_1336,2025-07-02,FAIL_006259,2025-10-18,108.0,1,1,-5,648.49,1669.81,Battery
PM_013276,GEN_1336,2025-11-17,,,,0,0,16,556.62,,
PM_013277,GEN_1337,2023-02-20,FAIL_006260,2023-07-18,148.0,1,1,0,538.2,922.27,Control Panel
PM_013278,GEN_1337,2023-05-30,FAIL_006260,2023-07-18,49.0,1,0,10,710.66,922.27,Control Panel
PM_013279,GEN_1337,2023-09-03,FAIL_006261,2024-01-04,123.0,1,0,10,462.38,1184.11,Oil
PM_013280,GEN_1337,2023-11-15,FAIL_006261,2024-01-04,50.0,1,1,-5,537.52,1184.11,Oil
PM_013281,GEN_1337,2024-02-02,FAIL_006262,2024-05-29,117.0,1,1,-1,589.37,583.6,Fuel
PM_013282,GEN_1337,2024-05-10,FAIL_006262,2024-05-29,19.0,1,1,6,655.9,583.6,Fuel
PM_013283,GEN_1337,2024-08-18,FAIL_006263,2025-02-19,185.0,1,1,-1,856.24,1354.75,Oil
PM_013284,GEN_1337,2024-12-07,FAIL_006263,2025-02-19,74.0,1,0,10,438.89,1354.75,Oil
PM_013285,GEN_1337,2025-03-08,FAIL_006264,2025-05-25,78.0,1,1,2,533.71,2347.16,Alternator
PM_013286,GEN_1337,2025-06-04,,,,0,1,4,448.0,,
PM_013287,GEN_1337,2025-09-04,,,,0,1,-5,307.44,,
PM_013288,GEN_1337,2025-12-04,,,,0,0,8,438.17,,
PM_013289,GEN_1338,2023-03-08,FAIL_006265,2023-06-26,110.0,1,0,16,973.75,2606.81,Oil
PM_013290,GEN_1338,2023-09-05,,,,0,1,3,662.87,,
PM_013291,GEN_1338,2024-03-20,,,,0,1,5,563.73,,
PM_013292,GEN_1338,2024-09-18,,,,0,1,-5,757.24,,
PM_013293,GEN_1338,2025-03-08,,,,0,1,-4,518.11,,
PM_013294,GEN_1338,2025-09-15,,,,0,0,10,592.57,,
PM_013295,GEN_1339,2023-02-19,FAIL_006266,2023-06-09,110.0,1,1,5,811.7,640.64,Fuel
PM_013296,GEN_1339,2023-05-03,FAIL_006266,2023-06-09,37.0,1,1,-5,656.83,640.64,Fuel
PM_013297,GEN_1339,2023-08-08,FAIL_006267,2023-09-02,25.0,1,1,5,783.82,1082.46,Oil
PM_013298,GEN_1339,2023-11-07,FAIL_006268,2024-09-19,317.0,1,1,3,759.99,1752.51,Alternator
PM_013299,GEN_1339,2024-02-10,FAIL_006268,2024-09-19,222.0,1,1,5,448.56,1752.51,Alternator
PM_013300,GEN_1339,2024-05-22,FAIL_006268,2024-09-19,120.0,1,0,9,735.25,1752.51,Alternator
PM_013301,GEN_1339,2024-08-12,FAIL_006268,2024-09-19,38.0,1,1,-2,603.44,1752.51,Alternator
PM_013302,GEN_1339,2024-11-05,FAIL_006269,2025-09-30,329.0,1,1,-5,666.19,652.41,Control Panel
PM_013303,GEN_1339,2025-02-02,FAIL_006269,2025-09-30,240.0,1,1,4,555.03,652.41,Control Panel
PM_013304,GEN_1339,2025-05-12,FAIL_006269,2025-09-30,141.0,1,0,11,499.17,652.41,Control Panel
PM_013305,GEN_1339,2025-09-04,FAIL_006269,2025-09-30,26.0,1,0,18,482.65,652.41,Control Panel
PM_013306,GEN_1339,2025-12-23,,,,0,0,12,342.96,,
PM_013307,GEN_1340,2023-01-05,FAIL_006270,2023-08-06,213.0,1,1,3,455.0,1499.56,Alternator
PM_013308,GEN_1340,2023-03-30,FAIL_006270,2023-08-06,129.0,1,1,-5,1048.33,1499.56,Alternator
PM_013309,GEN_1340,2023-07-19,FAIL_006270,2023-08-06,18.0,1,0,9,638.37,1499.56,Alternator
PM_013310,GEN_1340,2023-10-29,FAIL_006272,2024-02-12,106.0,1,1,0,604.24,690.09,Control Panel
PM_013311,GEN_1340,2024-01-14,FAIL_006272,2024-02-12,29.0,1,1,-5,691.92,690.09,Control Panel
PM_013312,GEN_1340,2024-04-09,FAIL_006273,2025-03-23,348.0,1,1,2,320.59,1313.2,Cooling
PM_013313,GEN_1340,2024-07-19,FAIL_006273,2025-03-23,247.0,1,1,6,861.13,1313.2,Cooling
PM_013314,GEN_1340,2024-10-11,FAIL_006273,2025-03-23,163.0,1,1,2,546.52,1313.2,Cooling
PM_013315,GEN_1340,2025-01-17,FAIL_006273,2025-03-23,65.0,1,0,16,766.75,1313.2,Cooling
PM_013316,GEN_1340,2025-04-25,FAIL_006274,2025-06-05,41.0,1,1,0,512.6,1108.27,Battery
PM_013317,GEN_1340,2025-07-16,,,,0,1,2,577.5,,
PM_013318,GEN_1340,2025-10-26,,,,0,1,5,475.1,,
PM_013319,GEN_1341,2023-02-27,FAIL_006275,2023-05-20,82.0,1,0,13,446.63,1420.13,Fuel
PM_013320,GEN_1341,2023-06-22,FAIL_006276,2024-05-28,341.0,1,1,7,563.09,917.29,Alternator
PM_013321,GEN_1341,2023-11-04,FAIL_006276,2024-05-28,206.0,1,1,4,939.42,917.29,Alternator
PM_013322,GEN_1341,2024-03-09,FAIL_006276,2024-05-28,80.0,1,1,-2,749.34,917.29,Alternator
PM_013323,GEN_1341,2024-07-24,FAIL_006277,2025-08-23,395.0,1,0,10,727.41,444.5,Control Panel
PM_013324,GEN_1341,2024-11-23,FAIL_006277,2025-08-23,273.0,1,0,11,588.64,444.5,Control Panel
PM_013325,GEN_1341,2025-03-17,FAIL_006277,2025-08-23,159.0,1,1,-5,469.51,444.5,Control Panel
PM_013326,GEN_1341,2025-07-05,FAIL_006277,2025-08-23,49.0,1,1,2,603.0,444.5,Control Panel
PM_013327,GEN_1341,2025-10-24,,,,0,1,-4,325.51,,
PM_013328,GEN_1342,2023-01-23,FAIL_006279,2023-03-09,45.0,1,0,9,305.78,649.46,Battery
PM_013329,GEN_1342,2023-07-31,FAIL_006281,2023-09-03,34.0,1,1,3,674.1,1334.15,Cooling
PM_013330,GEN_1342,2024-01-31,FAIL_006283,2024-02-27,27.0,1,1,4,637.82,1595.08,Battery
PM_013331,GEN_1342,2024-08-08,,,,0,0,11,438.3,,
PM_013332,GEN_1342,2025-02-16,,,,0,0,13,686.86,,
PM_013333,GEN_1342,2025-08-26,,,,0,1,-1,552.64,,
PM_013334,GEN_1343,2023-01-14,FAIL_006286,2023-09-04,233.0,1,1,-5,726.99,1138.68,Oil
PM_013335,GEN_1343,2023-04-13,FAIL_006286,2023-09-04,144.0,1,1,5,907.48,1138.68,Oil
PM_013336,GEN_1343,2023-07-20,FAIL_006286,2023-09-04,46.0,1,1,5,594.74,1138.68,Oil
PM_013337,GEN_1343,2023-11-01,FAIL_006287,2024-09-04,308.0,1,0,9,698.5,536.99,Battery
PM_013338,GEN_1343,2024-01-21,FAIL_006287,2024-09-04,227.0,1,1,3,715.13,536.99,Battery
PM_013339,GEN_1343,2024-05-05,FAIL_006287,2024-09-04,122.0,1,0,14,567.37,536.99,Battery
PM_013340,GEN_1343,2024-08-15,FAIL_006287,2024-09-04,20.0,1,1,4,819.84,536.99,Battery
PM_013341,GEN_1343,2024-11-19,,,,0,1,7,603.29,,
PM_013342,GEN_1343,2025-02-11,,,,0,1,1,695.41,,
PM_013343,GEN_1343,2025-04-29,,,,0,1,-5,411.79,,
PM_013344,GEN_1343,2025-07-31,,,,0,1,-5,627.92,,
PM_013345,GEN_1343,2025-10-21,,,,0,1,-5,561.49,,
PM_013346,GEN_1344,2023-02-27,FAIL_006288,2024-04-13,411.0,1,1,4,879.52,600.65,Control Panel
PM_013347,GEN_1344,2023-06-02,FAIL_006288,2024-04-13,316.0,1,1,7,687.76,600.65,Control Panel
PM_013348,GEN_1344,2023-08-24,FAIL_006288,2024-04-13,233.0,1,1,4,443.31,600.65,Control Panel
PM_013349,GEN_1344,2023-11-29,FAIL_006288,2024-04-13,136.0,1,1,1,612.1,600.65,Control Panel
PM_013350,GEN_1344,2024-03-08,FAIL_006288,2024-04-13,36.0,1,0,10,557.2,600.65,Control Panel
PM_013351,GEN_1344,2024-05-30,,,,0,1,2,619.44,,
PM_013352,GEN_1344,2024-08-29,,,,0,1,-1,255.3,,
PM_013353,GEN_1344,2024-11-13,,,,0,1,-2,710.92,,
PM_013354,GEN_1344,2025-02-20,,,,0,0,14,546.92,,
PM_013355,GEN_1344,2025-05-24,,,,0,0,11,368.27,,
PM_013356,GEN_1344,2025-08-30,,,,0,1,0,796.99,,
PM_013357,GEN_1344,2025-11-24,,,,0,1,7,608.22,,
PM_013358,GEN_1345,2023-03-12,FAIL_006289,2023-04-11,30.0,1,1,3,473.16,933.81,Alternator
PM_013359,GEN_1345,2023-05-29,FAIL_006291,2024-01-19,235.0,1,1,-3,800.42,1574.76,Control Panel
PM_013360,GEN_1345,2023-08-25,FAIL_006291,2024-01-19,147.0,1,1,-5,792.36,1574.76,Control Panel
PM_013361,GEN_1345,2023-11-21,FAIL_006291,2024-01-19,59.0,1,1,3,275.41,1574.76,Control Panel
PM_013362,GEN_1345,2024-02-20,FAIL_006292,2024-12-16,300.0,1,1,2,637.72,1370.2,Cooling
PM_013363,GEN_1345,2024-05-09,FAIL_006292,2024-12-16,221.0,1,1,0,659.35,1370.2,Cooling
PM_013364,GEN_1345,2024-08-27,FAIL_006292,2024-12-16,111.0,1,0,26,745.94,1370.2,Cooling
PM_013365,GEN_1345,2024-11-15,FAIL_006292,2024-12-16,31.0,1,1,1,781.19,1370.2,Cooling
PM_013366,GEN_1345,2025-02-16,,,,0,1,6,767.85,,
PM_013367,GEN_1345,2025-06-18,,,,0,0,29,799.86,,
PM_013368,GEN_1345,2025-09-07,,,,0,1,-5,547.79,,
PM_013369,GEN_1345,2025-12-22,,,,0,1,4,628.26,,
PM_013370,GEN_1346,2023-02-19,FAIL_006293,2023-06-16,117.0,1,0,8,555.86,1647.81,Control Panel
PM_013371,GEN_1346,2023-05-14,FAIL_006293,2023-06-16,33.0,1,1,4,553.55,1647.81,Control Panel
PM_013372,GEN_1346,2023-08-04,FAIL_006294,2023-12-26,144.0,1,1,-5,996.87,702.95,Starter
PM_013373,GEN_1346,2023-11-19,FAIL_006294,2023-12-26,37.0,1,0,9,791.62,702.95,Starter
PM_013374,GEN_1346,2024-02-19,FAIL_006295,2024-07-08,140.0,1,0,8,503.89,960.82,Fuel
PM_013375,GEN_1346,2024-05-18,FAIL_006295,2024-07-08,51.0,1,0,10,616.49,960.82,Fuel
PM_013376,GEN_1346,2024-08-27,FAIL_006296,2024-10-14,48.0,1,0,18,361.84,1473.7,Cooling
PM_013377,GEN_1346,2024-11-25,,,,0,1,5,938.08,,
PM_013378,GEN_1346,2025-02-24,,,,0,1,-2,815.64,,
PM_013379,GEN_1346,2025-06-07,,,,0,1,2,425.35,,
PM_013380,GEN_1346,2025-09-09,,,,0,1,-5,880.69,,
PM_013381,GEN_1346,2025-12-06,,,,0,1,-2,642.22,,
PM_013382,GEN_1347,2023-04-18,FAIL_006298,2023-12-25,251.0,1,0,20,764.24,594.76,Battery
PM_013383,GEN_1347,2023-07-24,FAIL_006298,2023-12-25,154.0,1,1,6,643.08,594.76,Battery
PM_013384,GEN_1347,2023-11-08,FAIL_006298,2023-12-25,47.0,1,1,6,472.9,594.76,Battery
PM_013385,GEN_1347,2024-02-01,FAIL_006299,2024-06-18,138.0,1,1,-5,669.75,1320.98,Control Panel
PM_013386,GEN_1347,2024-05-17,FAIL_006299,2024-06-18,32.0,1,0,13,583.85,1320.98,Control Panel
PM_013387,GEN_1347,2024-08-27,FAIL_006301,2024-11-01,66.0,1,1,0,549.39,1233.08,Battery
PM_013388,GEN_1347,2024-11-30,FAIL_006302,2024-12-24,24.0,1,0,15,444.08,984.35,Cooling
PM_013389,GEN_1347,2025-03-24,FAIL_006303,2025-11-08,229.0,1,0,16,243.49,830.65,Alternator
PM_013390,GEN_1347,2025-06-20,FAIL_006303,2025-11-08,141.0,1,0,8,703.53,830.65,Alternator
PM_013391,GEN_1347,2025-10-04,FAIL_006303,2025-11-08,35.0,1,0,9,878.32,830.65,Alternator
PM_013392,GEN_1347,2026-01-12,,,,0,0,12,690.71,,
PM_013393,GEN_1348,2023-01-12,FAIL_006305,2023-09-05,236.0,1,1,-3,494.27,2352.79,Oil
PM_013394,GEN_1348,2023-05-23,FAIL_006305,2023-09-05,105.0,1,0,22,750.37,2352.79,Oil
PM_013395,GEN_1348,2023-10-23,FAIL_006306,2024-09-07,320.0,1,0,22,705.38,1639.45,Battery
PM_013396,GEN_1348,2024-02-27,FAIL_006306,2024-09-07,193.0,1,0,10,347.01,1639.45,Battery
PM_013397,GEN_1348,2024-06-20,FAIL_006306,2024-09-07,79.0,1,1,2,549.22,1639.45,Battery
PM_013398,GEN_1348,2024-11-03,FAIL_006307,2025-03-25,142.0,1,0,13,776.05,1049.13,Cooling
PM_013399,GEN_1348,2025-02-26,FAIL_006307,2025-03-25,27.0,1,1,-3,668.0,1049.13,Cooling
PM_013400,GEN_1348,2025-07-09,,,,0,0,16,653.86,,
PM_013401,GEN_1348,2025-11-26,,,,0,0,11,773.93,,
PM_013402,GEN_1349,2023-03-04,FAIL_006309,2023-11-07,248.0,1,1,-5,553.64,1134.4,Alternator
PM_013403,GEN_1349,2023-06-09,FAIL_006309,2023-11-07,151.0,1,0,15,689.61,1134.4,Alternator
PM_013404,GEN_1349,2023-09-04,FAIL_006309,2023-11-07,64.0,1,1,-5,716.61,1134.4,Alternator
PM_013405,GEN_1349,2023-12-07,FAIL_006310,2024-05-03,148.0,1,1,-5,566.5,1102.74,Oil
PM_013406,GEN_1349,2024-03-19,FAIL_006310,2024-05-03,45.0,1,1,2,986.62,1102.74,Oil
PM_013407,GEN_1349,2024-06-29,FAIL_006312,2025-11-11,500.0,1,1,3,670.23,1397.64,Control Panel
PM_013408,GEN_1349,2024-09-13,FAIL_006312,2025-11-11,424.0,1,1,-2,613.09,1397.64,Control Panel
PM_013409,GEN_1349,2024-12-09,FAIL_006312,2025-11-11,337.0,1,1,5,954.99,1397.64,Control Panel
PM_013410,GEN_1349,2025-03-05,FAIL_006312,2025-11-11,251.0,1,0,8,348.66,1397.64,Control Panel
PM_013411,GEN_1349,2025-06-05,FAIL_006312,2025-11-11,159.0,1,1,-3,515.27,1397.64,Control Panel
PM_013412,GEN_1349,2025-09-14,FAIL_006312,2025-11-11,58.0,1,1,5,789.58,1397.64,Control Panel
PM_013413,GEN_1349,2025-12-15,,,,0,1,7,558.86,,
PM_013414,GEN_1350,2023-01-17,FAIL_006313,2023-06-02,136.0,1,1,-1,680.57,1151.68,Starter
PM_013415,GEN_1350,2023-04-22,FAIL_006313,2023-06-02,41.0,1,0,13,457.25,1151.68,Starter
PM_013416,GEN_1350,2023-07-10,FAIL_006314,2023-11-12,125.0,1,1,-1,895.47,767.8,Oil
PM_013417,GEN_1350,2023-10-10,FAIL_006314,2023-11-12,33.0,1,1,6,1068.42,767.8,Oil
PM_013418,GEN_1350,2024-01-10,FAIL_006315,2024-09-14,248.0,1,0,12,531.38,1784.67,Cooling
PM_013419,GEN_1350,2024-04-10,FAIL_006315,2024-09-14,157.0,1,1,-1,350.61,1784.67,Cooling
PM_013420,GEN_1350,2024-07-15,FAIL_006315,2024-09-14,61.0,1,0,8,561.47,1784.67,Cooling
PM_013421,GEN_1350,2024-10-07,FAIL_006316,2024-11-16,40.0,1,1,-1,385.31,587.32,Starter
PM_013422,GEN_1350,2025-01-04,FAIL_006317,2025-02-02,29.0,1,0,10,754.13,1170.7,Fuel
PM_013423,GEN_1350,2025-04-17,,,,0,0,9,614.13,,
PM_013424,GEN_1350,2025-07-30,,,,0,1,5,500.67,,
PM_013425,GEN_1350,2025-11-19,,,,0,0,17,782.82,,
PM_013426,GEN_1351,2023-01-11,FAIL_006318,2023-06-19,159.0,1,1,3,729.07,1753.65,Fuel
PM_013427,GEN_1351,2023-04-27,FAIL_006318,2023-06-19,53.0,1,1,-5,693.97,1753.65,Fuel
PM_013428,GEN_1351,2023-09-01,,,,0,0,14,635.07,,
PM_013429,GEN_1351,2024-01-15,,,,0,1,7,616.63,,
PM_013430,GEN_1351,2024-05-26,,,,0,1,4,819.61,,
PM_013431,GEN_1351,2024-10-02,,,,0,0,13,539.83,,
PM_013432,GEN_1351,2025-01-21,,,,0,1,1,785.03,,
PM_013433,GEN_1351,2025-06-03,,,,0,1,1,392.72,,
PM_013434,GEN_1351,2025-09-21,,,,0,1,2,780.82,,
PM_013435,GEN_1352,2023-02-23,FAIL_006320,2023-03-19,24.0,1,1,4,464.09,1594.36,Oil
PM_013436,GEN_1352,2023-05-29,FAIL_006321,2023-06-27,29.0,1,1,-3,691.77,699.46,Starter
PM_013437,GEN_1352,2023-08-20,FAIL_006322,2023-10-14,55.0,1,1,-5,536.34,1414.39,Control Panel
PM_013438,GEN_1352,2023-11-21,FAIL_006323,2024-04-03,134.0,1,0,12,575.15,1147.52,Starter
PM_013439,GEN_1352,2024-03-04,FAIL_006323,2024-04-03,30.0,1,0,16,516.09,1147.52,Starter
PM_013440,GEN_1352,2024-06-08,FAIL_006324,2025-07-19,406.0,1,1,-5,693.94,1119.93,Control Panel
PM_013441,GEN_1352,2024-09-07,FAIL_006324,2025-07-19,315.0,1,0,10,516.73,1119.93,Control Panel
PM_013442,GEN_1352,2024-12-09,FAIL_006324,2025-07-19,222.0,1,1,6,777.67,1119.93,Control Panel
PM_013443,GEN_1352,2025-03-19,FAIL_006324,2025-07-19,122.0,1,0,11,568.02,1119.93,Control Panel
PM_013444,GEN_1352,2025-06-07,FAIL_006324,2025-07-19,42.0,1,1,-1,678.12,1119.93,Control Panel
PM_013445,GEN_1352,2025-08-25,,,,0,1,-2,928.32,,
PM_013446,GEN_1352,2025-11-08,,,,0,1,-5,552.2,,
