pm_event_id,asset_id,scheduled_date,completed_date,pm_date,pm_type,status,delay_days,ontime_flag,priority,labor_hours,labor_cost,material_cost,other_costs,total_cost,age_years_at_pm,region,environment_type,model
PM_016924,GEN_1700,2025-02-21,2025-03-05,2025-03-05,Load Bank Test,Completed,12,0,Normal,8.34,555.66,296.54,43.77,895.97,8.19,East,Rural,CUM-500
PM_016925,GEN_1700,2025-09-08,2025-09-07,2025-09-07,Load Bank Test,Completed,-1,1,Normal,7.31,682.67,63.37,27.99,774.03,8.7,East,Rural,CUM-500
PM_016926,GEN_1701,2023-01-05,2023-01-14,2023-01-14,Oil & Filter,Completed,9,0,High,9.0,575.38,339.73,0.0,915.11,6.25,South,Coastal,CAT-450
PM_016927,GEN_1701,2023-05-08,2023-05-11,2023-05-11,Oil & Filter,Completed,3,1,High,5.85,369.55,109.58,31.66,510.79,6.57,South,Coastal,CAT-450
PM_016928,GEN_1701,2023-09-17,2023-09-16,2023-09-16,Oil & Filter,Completed,-1,1,High,7.27,616.6,208.09,55.77,880.46,6.92,South,Coastal,CAT-450
PM_016929,GEN_1701,2024-01-23,2024-01-28,2024-01-28,Routine Inspection,Completed,5,1,High,4.69,280.02,211.59,17.11,508.72,7.28,South,Coastal,CAT-450
PM_016930,GEN_1701,2024-05-25,2024-05-20,2024-05-20,Load Bank Test,Completed,-5,1,High,5.64,468.59,184.57,40.7,693.86,7.59,South,Coastal,CAT-450
PM_016931,GEN_1701,2024-09-28,2024-10-04,2024-10-04,Routine Inspection,Completed,6,1,High,9.14,544.06,218.09,16.54,778.69,7.97,South,Coastal,CAT-450
PM_016932,GEN_1701,2025-01-24,2025-01-29,2025-01-29,Routine Inspection,Completed,5,1,High,4.99,337.72,329.94,19.05,686.71,8.29,South,Coastal,CAT-450
PM_016933,GEN_1701,2025-05-29,2025-06-13,2025-06-13,Quarterly Service,Completed,15,0,High,6.88,380.4,100.62,36.0,517.02,8.66,South,Coastal,CAT-450
PM_016934,GEN_1701,2025-10-15,2025-11-02,2025-11-02,Oil & Filter,Completed,18,0,High,8.74,596.36,398.36,55.36,1050.08,9.05,South,Coastal,CAT-450
PM_016935,GEN_1702,2023-03-10,2023-03-05,2023-03-05,Oil & Filter,Completed,-5,1,Normal,5.33,310.07,198.25,49.38,557.7,7.71,North,Urban,CAT-450
PM_016936,GEN_1702,2023-06-15,2023-06-19,2023-06-19,Quarterly Service,Completed,4,1,Normal,10.09,615.2,252.44,70.82,938.46,8.0,North,Urban,CAT-450
PM_016937,GEN_1702,2023-09-24,2023-10-02,2023-10-02,Routine Inspection,Completed,8,0,Normal,5.0,411.03,231.68,78.65,721.36,8.29,North,Urban,CAT-450
PM_016938,GEN_1702,2024-01-12,2024-01-19,2024-01-19,Quarterly Service,Completed,7,1,Normal,3.79,233.26,89.02,14.14,336.42,8.59,North,Urban,CAT-450
PM_016939,GEN_1702,2024-04-28,2024-04-23,2024-04-23,Oil & Filter,Completed,-5,1,Normal,4.23,281.44,299.62,32.17,613.23,8.85,North,Urban,CAT-450
PM_016940,GEN_1702,2024-07-10,2024-07-15,2024-07-15,Routine Inspection,Completed,5,1,Normal,4.77,438.15,71.24,38.76,548.15,9.07,North,Urban,CAT-450
PM_016941,GEN_1702,2024-10-21,2024-11-07,2024-11-07,Routine Inspection,Completed,17,0,Normal,5.9,428.44,219.13,0.0,647.57,9.39,North,Urban,CAT-450
PM_016942,GEN_1702,2025-02-03,2025-02-09,2025-02-09,Load Bank Test,Completed,6,1,Normal,3.66,221.5,25.0,43.65,290.15,9.65,North,Urban,CAT-450
PM_016943,GEN_1702,2025-05-11,2025-05-13,2025-05-13,Load Bank Test,Completed,2,1,Normal,7.51,633.31,109.35,42.76,785.42,9.9,North,Urban,CAT-450
PM_016944,GEN_1702,2025-08-14,2025-08-31,2025-08-31,Quarterly Service,Completed,17,0,Normal,2.63,152.21,277.52,63.34,493.07,10.2,North,Urban,CAT-450
PM_016945,GEN_1702,2025-12-05,2025-12-19,2025-12-19,Load Bank Test,Completed,14,0,Normal,6.11,411.08,54.45,12.6,478.13,10.5,North,Urban,CAT-450
PM_016946,GEN_1703,2023-03-15,2023-03-10,2023-03-10,Load Bank Test,Completed,-5,1,Normal,6.3,427.09,133.59,38.08,598.76,0.12,East,Urban,MTU-480
PM_016947,GEN_1703,2023-06-16,2023-06-24,2023-06-24,Load Bank Test,Completed,8,0,Normal,3.54,270.23,135.01,0.0,405.24,0.41,East,Urban,MTU-480
PM_016948,GEN_1703,2023-09-28,2023-09-23,2023-09-23,Load Bank Test,Completed,-5,1,Normal,6.53,607.9,249.96,33.28,891.14,0.66,East,Urban,MTU-480
PM_016949,GEN_1703,2023-12-18,2024-01-09,2024-01-09,Load Bank Test,Completed,22,0,Normal,5.01,309.04,93.22,40.57,442.83,0.95,East,Urban,MTU-480
PM_016950,GEN_1703,2024-04-13,2024-04-08,2024-04-08,Quarterly Service,Completed,-5,1,Normal,7.44,660.25,139.06,85.72,885.03,1.2,East,Urban,MTU-480
PM_016951,GEN_1703,2024-07-15,2024-07-19,2024-07-19,Routine Inspection,Completed,4,1,Normal,5.09,358.6,326.32,43.63,728.55,1.48,East,Urban,MTU-480
PM_016952,GEN_1703,2024-10-05,2024-10-04,2024-10-04,Load Bank Test,Completed,-1,1,Normal,6.52,505.45,174.65,64.47,744.57,1.69,East,Urban,MTU-480
PM_016953,GEN_1703,2025-01-02,2025-01-14,2025-01-14,Oil & Filter,Completed,12,0,Normal,7.57,526.96,148.36,37.09,712.41,1.97,East,Urban,MTU-480
PM_016954,GEN_1703,2025-04-08,2025-04-03,2025-04-03,Oil & Filter,Completed,-5,1,Normal,1.5,131.27,442.0,0.0,573.27,2.18,East,Urban,MTU-480
PM_016955,GEN_1703,2025-07-06,2025-07-03,2025-07-03,Load Bank Test,Completed,-3,1,Normal,4.06,243.99,163.96,81.17,489.12,2.43,East,Urban,MTU-480
PM_016956,GEN_1703,2025-10-11,2025-10-21,2025-10-21,Load Bank Test,Completed,10,0,Normal,4.0,308.0,242.25,52.45,602.7,2.74,East,Urban,MTU-480
PM_016957,GEN_1704,2023-01-29,2023-01-28,2023-01-28,Routine Inspection,Completed,-1,1,High,5.08,363.71,160.32,76.16,600.19,0.1,South,Rural,GENX-550
PM_016958,GEN_1704,2023-05-02,2023-05-12,2023-05-12,Oil & Filter,Completed,10,0,High,6.09,520.91,318.74,34.09,873.74,0.1,South,Rural,GENX-550
PM_016959,GEN_1704,2023-08-22,2023-08-17,2023-08-17,Load Bank Test,Completed,-5,1,High,6.71,472.01,99.14,0.0,571.15,0.1,South,Rural,GENX-550
PM_016960,GEN_1704,2023-11-03,2023-11-09,2023-11-09,Load Bank Test,Completed,6,1,High,8.24,585.92,25.0,55.09,666.01,0.1,South,Rural,GENX-550
PM_016961,GEN_1704,2024-02-06,2024-02-01,2024-02-01,Load Bank Test,Completed,-5,1,High,5.41,373.33,192.74,43.05,609.12,0.1,South,Rural,GENX-550
PM_016962,GEN_1704,2024-04-28,2024-05-04,2024-05-04,Quarterly Service,Completed,6,1,High,4.1,302.83,164.31,39.43,506.57,0.16,South,Rural,GENX-550
PM_016963,GEN_1704,2024-08-06,2024-08-26,2024-08-26,Quarterly Service,Completed,20,0,High,6.72,483.92,185.31,66.82,736.05,0.47,South,Rural,GENX-550
PM_016964,GEN_1704,2024-11-25,2024-12-08,2024-12-08,Routine Inspection,Completed,13,0,High,4.73,310.26,141.31,7.6,459.17,0.76,South,Rural,GENX-550
PM_016965,GEN_1704,2025-03-02,2025-03-19,2025-03-19,Routine Inspection,Completed,17,0,High,3.15,259.02,138.91,32.41,430.34,1.03,South,Rural,GENX-550
PM_016966,GEN_1704,2025-06-22,2025-06-17,2025-06-17,Quarterly Service,Completed,-5,1,High,8.07,616.4,285.19,41.63,943.22,1.28,South,Rural,GENX-550
PM_016967,GEN_1704,2025-09-15,2025-09-23,2025-09-23,Load Bank Test,Completed,8,0,High,8.91,513.01,174.48,39.51,727.0,1.55,South,Rural,GENX-550
PM_016968,GEN_1704,2025-12-20,2025-12-19,2025-12-19,Routine Inspection,Completed,-1,1,High,8.32,761.53,34.59,81.37,877.49,1.79,South,Rural,GENX-550
PM_016969,GEN_1705,2023-05-13,2023-05-23,2023-05-23,Oil & Filter,Completed,10,0,Normal,5.17,349.32,41.33,27.85,418.5,3.55,East,Hot-Dry,CAT-450
PM_016970,GEN_1705,2023-11-14,2023-11-23,2023-11-23,Oil & Filter,Completed,9,0,Normal,4.88,420.55,312.97,52.64,786.16,4.05,East,Hot-Dry,CAT-450
PM_016971,GEN_1705,2024-06-02,2024-06-18,2024-06-18,Load Bank Test,Completed,16,0,Normal,8.56,634.07,299.73,51.33,985.13,4.62,East,Hot-Dry,CAT-450
PM_016972,GEN_1705,2024-12-14,2024-12-16,2024-12-16,Oil & Filter,Completed,2,1,Normal,3.87,298.98,113.01,25.45,437.44,5.12,East,Hot-Dry,CAT-450
PM_016973,GEN_1705,2025-06-25,2025-06-28,2025-06-28,Load Bank Test,Completed,3,1,Normal,3.72,317.96,40.53,73.26,431.75,5.65,East,Hot-Dry,CAT-450
PM_016974,GEN_1705,2025-12-30,2025-12-30,2025-12-30,Oil & Filter,Completed,0,1,Normal,8.29,713.5,173.48,35.95,922.93,6.16,East,Hot-Dry,CAT-450
PM_016975,GEN_1706,2023-02-24,2023-03-02,2023-03-02,Oil & Filter,Completed,6,1,Normal,2.72,232.98,87.19,47.71,367.88,5.67,North,Urban,CUM-500
PM_016976,GEN_1706,2023-05-27,2023-06-10,2023-06-10,Quarterly Service,Completed,14,0,Normal,6.11,482.92,135.45,9.92,628.29,5.94,North,Urban,CUM-500
PM_016977,GEN_1706,2023-08-30,2023-09-03,2023-09-03,Oil & Filter,Completed,4,1,Normal,4.4,392.47,229.43,24.7,646.6,6.17,North,Urban,CUM-500
PM_016978,GEN_1706,2023-12-11,2023-12-06,2023-12-06,Load Bank Test,Completed,-5,1,Normal,3.29,202.97,289.97,26.77,519.71,6.43,North,Urban,CUM-500
PM_016979,GEN_1706,2024-03-15,2024-03-10,2024-03-10,Quarterly Service,Completed,-5,1,Normal,6.33,429.64,89.07,91.62,610.33,6.69,North,Urban,CUM-500
PM_016980,GEN_1706,2024-06-17,2024-07-01,2024-07-01,Quarterly Service,Completed,14,0,Normal,3.0,217.71,119.99,52.35,390.05,7.0,North,Urban,CUM-500
PM_016981,GEN_1706,2024-09-22,2024-09-27,2024-09-27,Oil & Filter,Completed,5,1,Normal,3.53,236.86,101.43,42.9,381.19,7.24,North,Urban,CUM-500
PM_016982,GEN_1706,2025-01-06,2025-01-24,2025-01-24,Quarterly Service,Completed,18,0,Normal,6.03,346.6,325.75,31.36,703.71,7.57,North,Urban,CUM-500
PM_016983,GEN_1706,2025-05-02,2025-05-24,2025-05-24,Routine Inspection,Completed,22,0,Normal,9.83,695.08,134.83,53.16,883.07,7.9,North,Urban,CUM-500
PM_016984,GEN_1706,2025-08-20,2025-08-20,2025-08-20,Routine Inspection,Completed,0,1,Normal,7.42,449.65,216.99,29.57,696.21,8.14,North,Urban,CUM-500
PM_016985,GEN_1706,2025-11-20,2025-11-23,2025-11-23,Load Bank Test,Completed,3,1,Normal,6.98,558.16,220.5,27.84,806.5,8.4,North,Urban,CUM-500
PM_016986,GEN_1707,2023-01-11,2023-01-17,2023-01-17,Load Bank Test,Completed,6,1,Normal,4.9,276.18,176.69,11.34,464.21,2.87,South,Rural,MTU-480
PM_016987,GEN_1707,2023-04-07,2023-04-16,2023-04-16,Routine Inspection,Completed,9,0,Normal,6.49,438.04,126.08,19.93,584.05,3.12,South,Rural,MTU-480
PM_016988,GEN_1707,2023-07-23,2023-07-31,2023-07-31,Quarterly Service,Completed,8,0,Normal,7.64,503.72,118.69,31.48,653.89,3.41,South,Rural,MTU-480
PM_016989,GEN_1707,2023-10-26,2023-11-04,2023-11-04,Oil & Filter,Completed,9,0,Normal,4.96,393.71,213.92,34.94,642.57,3.67,South,Rural,MTU-480
PM_016990,GEN_1707,2024-02-05,2024-02-03,2024-02-03,Quarterly Service,Completed,-2,1,Normal,9.95,567.81,198.39,30.43,796.63,3.92,South,Rural,MTU-480
PM_016991,GEN_1707,2024-05-06,2024-05-13,2024-05-13,Routine Inspection,Completed,7,1,Normal,7.42,420.66,295.39,44.22,760.27,4.19,South,Rural,MTU-480
PM_016992,GEN_1707,2024-08-16,2024-08-31,2024-08-31,Load Bank Test,Completed,15,0,Normal,2.61,236.63,105.63,62.93,405.19,4.5,South,Rural,MTU-480
PM_016993,GEN_1707,2024-12-01,2024-12-14,2024-12-14,Quarterly Service,Completed,13,0,Normal,3.58,250.48,357.27,61.86,669.61,4.78,South,Rural,MTU-480
PM_016994,GEN_1707,2025-03-13,2025-03-29,2025-03-29,Load Bank Test,Completed,16,0,Normal,4.08,283.58,32.73,16.63,332.94,5.07,South,Rural,MTU-480
PM_016995,GEN_1707,2025-06-28,2025-06-28,2025-06-28,Load Bank Test,Completed,0,1,Normal,4.67,334.05,68.43,29.17,431.65,5.32,South,Rural,MTU-480
PM_016996,GEN_1707,2025-10-01,2025-10-19,2025-10-19,Load Bank Test,Completed,18,0,Normal,4.1,319.37,140.8,52.31,512.48,5.63,South,Rural,MTU-480
PM_016997,GEN_1708,2023-02-26,2023-03-13,2023-03-13,Routine Inspection,Completed,15,0,Normal,9.08,532.93,303.37,5.59,841.89,2.85,Central,Coastal,CAT-450
PM_016998,GEN_1708,2023-06-11,2023-06-23,2023-06-23,Load Bank Test,Completed,12,0,Normal,1.95,137.52,72.66,63.08,273.26,3.13,Central,Coastal,CAT-450
PM_016999,GEN_1708,2023-10-03,2023-09-30,2023-09-30,Oil & Filter,Completed,-3,1,Normal,7.25,400.01,118.49,48.67,567.17,3.4,Central,Coastal,CAT-450
PM_017000,GEN_1708,2023-12-20,2024-01-07,2024-01-07,Routine Inspection,Completed,18,0,Normal,6.25,576.91,90.42,34.28,701.61,3.67,Central,Coastal,CAT-450
PM_017001,GEN_1708,2024-04-05,2024-04-19,2024-04-19,Oil & Filter,Completed,14,0,Normal,4.88,372.71,163.27,89.69,625.67,3.96,Central,Coastal,CAT-450
PM_017002,GEN_1708,2024-07-07,2024-07-02,2024-07-02,Load Bank Test,Completed,-5,1,Normal,9.48,601.53,98.64,15.68,715.85,4.16,Central,Coastal,CAT-450
PM_017003,GEN_1708,2024-09-21,2024-09-23,2024-09-23,Oil & Filter,Completed,2,1,Normal,4.95,390.24,304.76,74.26,769.26,4.39,Central,Coastal,CAT-450
PM_017004,GEN_1708,2024-12-29,2024-12-24,2024-12-24,Quarterly Service,Completed,-5,1,Normal,7.54,584.18,30.43,60.53,675.14,4.64,Central,Coastal,CAT-450
PM_017005,GEN_1708,2025-03-26,2025-03-27,2025-03-27,Routine Inspection,Completed,1,1,Normal,2.0,185.36,311.26,43.1,539.72,4.89,Central,Coastal,CAT-450
PM_017006,GEN_1708,2025-06-24,2025-08-01,2025-08-01,Routine Inspection,Completed,38,0,Normal,3.94,293.81,64.27,50.29,408.37,5.24,Central,Coastal,CAT-450
PM_017007,GEN_1708,2025-11-04,2025-10-30,2025-10-30,Quarterly Service,Completed,-5,1,Normal,4.94,283.66,285.38,32.55,601.59,5.49,Central,Coastal,CAT-450
PM_017008,GEN_1709,2023-02-22,2023-02-17,2023-02-17,Oil & Filter,Completed,-5,1,Normal,6.28,415.72,236.97,4.98,657.67,3.85,North,Coastal,CAT-450
PM_017009,GEN_1709,2023-06-17,2023-06-28,2023-06-28,Quarterly Service,Completed,11,0,Normal,7.75,580.48,194.56,14.48,789.52,4.21,North,Coastal,CAT-450
PM_017010,GEN_1709,2023-11-02,2023-10-29,2023-10-29,Oil & Filter,Completed,-4,1,Normal,7.63,622.4,115.92,30.94,769.26,4.54,North,Coastal,CAT-450
PM_017011,GEN_1709,2024-02-29,2024-02-29,2024-02-29,Load Bank Test,Completed,0,1,Normal,1.78,145.85,203.87,18.55,368.27,4.88,North,Coastal,CAT-450
PM_017012,GEN_1709,2024-06-19,2024-06-24,2024-06-24,Quarterly Service,Completed,5,1,Normal,4.51,334.28,25.0,21.84,381.12,5.2,North,Coastal,CAT-450
PM_017013,GEN_1709,2024-10-17,2024-10-31,2024-10-31,Quarterly Service,Completed,14,0,Normal,8.19,487.86,338.77,44.28,870.91,5.55,North,Coastal,CAT-450
PM_017014,GEN_1709,2025-03-04,2025-02-27,2025-02-27,Quarterly Service,Completed,-5,1,Normal,5.5,513.5,213.54,63.18,790.22,5.88,North,Coastal,CAT-450
PM_017015,GEN_1709,2025-06-16,2025-07-08,2025-07-08,Quarterly Service,Completed,22,0,Normal,6.16,487.91,86.4,38.53,612.84,6.24,North,Coastal,CAT-450
PM_017016,GEN_1709,2025-11-17,2025-11-25,2025-11-25,Oil & Filter,Completed,8,0,Normal,5.78,538.18,327.88,64.49,930.55,6.62,North,Coastal,CAT-450
PM_017017,GEN_1710,2023-01-22,2023-01-28,2023-01-28,Quarterly Service,Completed,6,1,Normal,6.67,449.11,86.42,9.95,545.48,0.1,West,Urban,KOH-400
PM_017018,GEN_1710,2023-07-19,2023-07-19,2023-07-19,Load Bank Test,Completed,0,1,Normal,4.95,338.38,205.86,32.3,576.54,0.1,West,Urban,KOH-400
PM_017019,GEN_1710,2024-01-04,2024-01-16,2024-01-16,Routine Inspection,Completed,12,0,Normal,5.15,372.79,164.35,3.42,540.56,0.1,West,Urban,KOH-400
PM_017020,GEN_1710,2024-07-25,2024-08-13,2024-08-13,Load Bank Test,Completed,19,0,Normal,5.13,299.6,185.81,73.72,559.13,0.1,West,Urban,KOH-400
PM_017021,GEN_1710,2025-02-17,2025-02-16,2025-02-16,Load Bank Test,Completed,-1,1,Normal,6.85,631.02,385.7,29.01,1045.73,0.45,West,Urban,KOH-400
PM_017022,GEN_1710,2025-08-21,2025-08-20,2025-08-20,Quarterly Service,Completed,-1,1,Normal,5.3,395.59,61.21,38.06,494.86,0.95,West,Urban,KOH-400
PM_017023,GEN_1711,2023-04-29,2023-05-08,2023-05-08,Load Bank Test,Completed,9,0,Normal,5.73,336.23,242.61,50.72,629.56,4.01,West,Coastal,CAT-450
PM_017024,GEN_1711,2023-09-02,2023-09-03,2023-09-03,Routine Inspection,Completed,1,1,Normal,5.09,445.14,184.35,0.0,629.49,4.33,West,Coastal,CAT-450
PM_017025,GEN_1711,2024-01-11,2024-02-08,2024-02-08,Quarterly Service,Completed,28,0,Normal,3.71,340.58,263.98,34.71,639.27,4.76,West,Coastal,CAT-450
PM_017026,GEN_1711,2024-06-03,2024-06-15,2024-06-15,Oil & Filter,Completed,12,0,Normal,5.56,374.8,180.18,0.0,554.98,5.11,West,Coastal,CAT-450
PM_017027,GEN_1711,2024-10-13,2024-11-05,2024-11-05,Load Bank Test,Completed,23,0,Normal,6.09,363.95,230.86,10.7,605.51,5.51,West,Coastal,CAT-450
PM_017028,GEN_1711,2025-03-12,2025-03-10,2025-03-10,Quarterly Service,Completed,-2,1,Normal,7.34,411.66,192.76,29.21,633.63,5.85,West,Coastal,CAT-450
PM_017029,GEN_1711,2025-07-09,2025-07-16,2025-07-16,Routine Inspection,Completed,7,1,Normal,2.58,238.76,303.17,44.31,586.24,6.2,West,Coastal,CAT-450
PM_017030,GEN_1711,2025-11-12,2025-11-23,2025-11-23,Oil & Filter,Completed,11,0,Normal,2.83,209.78,189.14,23.54,422.46,6.55,West,Coastal,CAT-450
PM_017031,GEN_1712,2023-01-18,2023-01-22,2023-01-22,Load Bank Test,Completed,4,1,High,5.09,420.32,460.94,71.01,952.27,6.08,South,Cold,CAT-450
PM_017032,GEN_1712,2023-04-24,2023-04-19,2023-04-19,Routine Inspection,Completed,-5,1,High,5.04,284.79,128.05,13.88,426.72,6.32,South,Cold,CAT-450
PM_017033,GEN_1712,2023-07-06,2023-07-01,2023-07-01,Load Bank Test,Completed,-5,1,High,6.64,553.31,146.76,27.97,728.04,6.52,South,Cold,CAT-450
PM_017034,GEN_1712,2023-09-19,2023-09-26,2023-09-26,Quarterly Service,Completed,7,1,High,6.02,567.87,199.18,26.38,793.43,6.76,South,Cold,CAT-450
PM_017035,GEN_1712,2023-12-15,2023-12-10,2023-12-10,Quarterly Service,Completed,-5,1,High,6.21,422.26,94.63,54.32,571.21,6.96,South,Cold,CAT-450
PM_017036,GEN_1712,2024-03-03,2024-03-19,2024-03-19,Load Bank Test,Completed,16,0,High,6.07,575.48,286.19,102.49,964.16,7.24,South,Cold,CAT-450
PM_017037,GEN_1712,2024-06-15,2024-06-10,2024-06-10,Oil & Filter,Completed,-5,1,High,6.44,382.82,357.87,44.09,784.78,7.46,South,Cold,CAT-450
PM_017038,GEN_1712,2024-09-01,2024-09-09,2024-09-09,Routine Inspection,Completed,8,0,High,7.88,440.07,191.07,37.06,668.2,7.71,South,Cold,CAT-450
PM_017039,GEN_1712,2024-12-07,2024-12-02,2024-12-02,Oil & Filter,Completed,-5,1,High,5.55,423.17,367.64,27.49,818.3,7.94,South,Cold,CAT-450
PM_017040,GEN_1712,2025-02-27,2025-02-24,2025-02-24,Oil & Filter,Completed,-3,1,High,4.4,385.54,208.71,34.7,628.95,8.17,South,Cold,CAT-450
PM_017041,GEN_1712,2025-06-04,2025-05-30,2025-05-30,Quarterly Service,Completed,-5,1,High,5.79,414.63,108.25,15.27,538.15,8.43,South,Cold,CAT-450
PM_017042,GEN_1712,2025-09-08,2025-09-12,2025-09-12,Routine Inspection,Completed,4,1,High,5.88,461.46,149.26,31.44,642.16,8.72,South,Cold,CAT-450
PM_017043,GEN_1712,2025-11-30,2025-12-13,2025-12-13,Load Bank Test,Completed,13,0,High,1.5,87.8,210.14,28.47,326.41,8.97,South,Cold,CAT-450
PM_017044,GEN_1713,2023-02-21,2023-02-26,2023-02-26,Routine Inspection,Completed,5,1,Normal,6.61,447.0,166.0,68.08,681.08,7.59,East,Rural,CUM-500
PM_017045,GEN_1713,2023-07-08,2023-07-09,2023-07-09,Load Bank Test,Completed,1,1,Normal,4.7,291.92,264.15,21.89,577.96,7.96,East,Rural,CUM-500
PM_017046,GEN_1713,2023-11-01,2023-11-03,2023-11-03,Routine Inspection,Completed,2,1,Normal,4.87,358.32,156.61,58.97,573.9,8.28,East,Rural,CUM-500
PM_017047,GEN_1713,2024-03-08,2024-03-24,2024-03-24,Quarterly Service,Completed,16,0,Normal,4.33,276.57,262.3,6.51,545.38,8.67,East,Rural,CUM-500
PM_017048,GEN_1713,2024-07-16,2024-07-29,2024-07-29,Routine Inspection,Completed,13,0,Normal,6.47,430.53,151.07,26.24,607.84,9.01,East,Rural,CUM-500
PM_017049,GEN_1713,2024-11-25,2024-12-19,2024-12-19,Load Bank Test,Completed,24,0,Normal,3.96,271.38,94.52,0.0,365.9,9.4,East,Rural,CUM-500
PM_017050,GEN_1713,2025-04-18,2025-04-13,2025-04-13,Routine Inspection,Completed,-5,1,Normal,8.16,516.45,343.07,24.62,884.14,9.72,East,Rural,CUM-500
PM_017051,GEN_1713,2025-08-12,2025-08-07,2025-08-07,Oil & Filter,Completed,-5,1,Normal,5.88,491.11,167.3,51.45,709.86,10.04,East,Rural,CUM-500
PM_017052,GEN_1713,2025-11-26,2025-12-05,2025-12-05,Quarterly Service,Completed,9,0,Normal,8.01,754.47,295.33,48.16,1097.96,10.37,East,Rural,CUM-500
PM_017053,GEN_1714,2023-01-19,2023-02-06,2023-02-06,Oil & Filter,Completed,18,0,High,5.42,384.57,274.89,0.0,659.46,1.43,South,Urban,CUM-500
PM_017054,GEN_1714,2023-06-14,2023-06-09,2023-06-09,Quarterly Service,Completed,-5,1,High,5.12,287.78,41.87,25.22,354.87,1.77,South,Urban,CUM-500
PM_017055,GEN_1714,2023-10-09,2023-10-14,2023-10-14,Quarterly Service,Completed,5,1,High,6.05,433.28,64.97,22.27,520.52,2.12,South,Urban,CUM-500
PM_017056,GEN_1714,2024-02-09,2024-02-16,2024-02-16,Load Bank Test,Completed,7,1,High,6.03,506.33,101.51,35.16,643.0,2.46,South,Urban,CUM-500
PM_017057,GEN_1714,2024-06-07,2024-06-02,2024-06-02,Quarterly Service,Completed,-5,1,High,3.05,258.77,78.58,42.31,379.66,2.75,South,Urban,CUM-500
PM_017058,GEN_1714,2024-10-06,2024-10-14,2024-10-14,Oil & Filter,Completed,8,0,High,5.47,327.2,25.0,68.01,420.21,3.12,South,Urban,CUM-500
PM_017059,GEN_1714,2025-02-12,2025-02-19,2025-02-19,Routine Inspection,Completed,7,1,High,1.5,106.68,125.15,33.57,265.4,3.47,South,Urban,CUM-500
PM_017060,GEN_1714,2025-06-12,2025-06-15,2025-06-15,Load Bank Test,Completed,3,1,High,6.6,597.91,278.12,24.88,900.91,3.79,South,Urban,CUM-500
PM_017061,GEN_1714,2025-10-16,2025-10-28,2025-10-28,Oil & Filter,Completed,12,0,High,7.22,669.17,172.8,31.75,873.72,4.16,South,Urban,CUM-500
PM_017062,GEN_1715,2023-02-10,2023-02-15,2023-02-15,Oil & Filter,Completed,5,1,High,5.76,405.98,376.43,37.23,819.64,7.94,East,Urban,CUM-500
PM_017063,GEN_1715,2023-08-20,2023-09-04,2023-09-04,Quarterly Service,Completed,15,0,High,5.29,477.33,181.49,77.25,736.07,8.49,East,Urban,CUM-500
PM_017064,GEN_1715,2024-03-02,2024-03-03,2024-03-03,Quarterly Service,Completed,1,1,High,5.03,366.76,269.91,73.19,709.86,8.99,East,Urban,CUM-500
PM_017065,GEN_1715,2024-08-24,2024-09-02,2024-09-02,Oil & Filter,Completed,9,0,High,7.21,534.96,165.81,7.05,707.82,9.49,East,Urban,CUM-500
PM_017066,GEN_1715,2025-03-03,2025-02-26,2025-02-26,Routine Inspection,Completed,-5,1,High,1.97,141.42,246.86,59.34,447.62,9.97,East,Urban,CUM-500
PM_017067,GEN_1715,2025-09-05,2025-09-14,2025-09-14,Oil & Filter,Completed,9,0,High,2.78,156.12,195.03,38.28,389.43,10.52,East,Urban,CUM-500
PM_017068,GEN_1716,2023-03-21,2023-04-05,2023-04-05,Routine Inspection,Completed,15,0,Normal,2.05,193.05,125.1,76.67,394.82,5.56,East,Hot-Dry,CUM-500
PM_017069,GEN_1716,2023-08-02,2023-08-15,2023-08-15,Quarterly Service,Completed,13,0,Normal,4.76,402.53,217.83,32.67,653.03,5.92,East,Hot-Dry,CUM-500
PM_017070,GEN_1716,2023-12-21,2023-12-28,2023-12-28,Quarterly Service,Completed,7,1,Normal,5.94,420.18,25.0,37.16,482.34,6.29,East,Hot-Dry,CUM-500
PM_017071,GEN_1716,2024-04-19,2024-04-19,2024-04-19,Quarterly Service,Completed,0,1,Normal,2.78,247.79,150.38,57.29,455.46,6.6,East,Hot-Dry,CUM-500
PM_017072,GEN_1716,2024-08-13,2024-08-28,2024-08-28,Load Bank Test,Completed,15,0,Normal,5.76,362.37,181.04,48.36,591.77,6.96,East,Hot-Dry,CUM-500
PM_017073,GEN_1716,2024-12-17,2025-01-07,2025-01-07,Load Bank Test,Completed,21,0,Normal,4.99,336.11,154.76,53.22,544.09,7.32,East,Hot-Dry,CUM-500
PM_017074,GEN_1716,2025-04-26,2025-05-15,2025-05-15,Quarterly Service,Completed,19,0,Normal,5.44,305.06,245.36,68.17,618.59,7.67,East,Hot-Dry,CUM-500
PM_017075,GEN_1716,2025-09-04,2025-09-04,2025-09-04,Oil & Filter,Completed,0,1,Normal,3.83,239.22,162.68,24.17,426.07,7.98,East,Hot-Dry,CUM-500
PM_017076,GEN_1717,2023-03-11,2023-03-06,2023-03-06,Quarterly Service,Completed,-5,1,High,6.76,528.62,202.47,57.44,788.53,7.07,South,Rural,KOH-400
